order_item_id,order_id,product_id,quantity,unit_price,cost_price,line_total,gross_profit,order_date,customer_id,channel,status
117,80,2,3,63.91,19.4,191.73,133.53,2025-10-09,4,whatsapp,completed
118,81,1,1,87.91,27.45,87.91,60.46,2025-10-10,179,marketplace,completed
119,82,2,3,65.77,19.36,197.31,139.23,2025-10-10,42,website,completed
120,82,1,2,86.57,27.23,173.14,118.68,2025-10-10,42,website,completed
121,83,8,1,69.07,21.04,69.07,48.03,2025-10-10,3,marketplace,completed
122,84,1,3,89.84,26.89,269.52,188.85,2025-10-10,115,whatsapp,completed
123,85,2,2,65.98,19.74,131.96,92.48,2025-10-10,56,website,completed
124,86,1,1,87.73,27.39,87.73,60.34,2025-10-10,1,sales_rep,completed
125,87,1,2,90.85,27.13,181.7,127.44,2025-10-10,169,website,completed
126,88,2,2,65.75,19.51,131.5,92.48,2025-10-10,82,whatsapp,completed
127,88,1,2,89.51,27.08,179.02,124.86,2025-10-10,82,whatsapp,completed
128,89,4,2,60.21,17.58,120.42,85.26,2025-10-10,130,marketplace,completed
129,89,4,2,60.6,17.49,121.2,86.22,2025-10-10,130,marketplace,completed
130,89,1,1,90.68,27.5,90.68,63.18,2025-10-10,130,marketplace,completed
131,90,1,1,87.89,26.76,87.89,61.13,2025-10-10,132,website,completed
132,90,4,3,58.25,17.7,174.75,121.65,2025-10-10,132,website,completed
133,91,3,3,78.72,23.73,236.16,164.97,2025-10-11,136,website,completed
134,91,7,2,125.92,41.54,251.84,168.76,2025-10-11,136,website,completed
135,91,1,1,87.92,27.54,87.92,60.38,2025-10-11,136,website,completed
136,92,7,3,129.68,40.76,389.04,266.76,2025-10-11,95,sales_rep,completed
137,92,2,3,65.43,19.44,196.29,137.97,2025-10-11,95,sales_rep,completed
138,93,5,3,33.58,9.03,100.74,73.65,2025-10-11,58,sales_rep,completed
139,93,1,3,91.59,27.19,274.77,193.2,2025-10-11,58,sales_rep,completed
140,94,7,3,127.62,40.59,382.86,261.09,2025-10-11,111,whatsapp,completed
141,94,2,3,64.58,19.22,193.74,136.08,2025-10-11,111,whatsapp,completed
142,95,1,2,88.76,26.99,177.52,123.54,2025-10-11,166,website,completed
143,95,4,3,57.24,17.69,171.72,118.65,2025-10-11,166,website,completed
144,95,2,3,63.41,19.87,190.23,130.62,2025-10-11,166,website,completed
145,96,8,1,68.98,20.85,68.98,48.13,2025-10-11,97,sales_rep,completed
146,97,2,3,66.02,19.15,198.06,140.61,2025-10-12,146,marketplace,completed
147,98,3,2,77.59,24.18,155.18,106.82,2025-10-12,123,website,completed
148,99,3,3,80.91,23.68,242.73,171.69,2025-10-12,172,website,completed
149,99,1,2,89.67,27.24,179.34,124.86,2025-10-12,172,website,completed
150,100,4,1,59.33,17.51,59.33,41.82,2025-10-12,115,marketplace,completed
151,101,1,2,86.81,27.33,173.62,118.96,2025-10-12,8,marketplace,completed
152,101,1,1,88.0,27.41,88.0,60.59,2025-10-12,8,marketplace,completed
153,102,4,3,59.53,17.46,178.59,126.21,2025-10-12,40,marketplace,completed
154,103,2,1,65.98,19.57,65.98,46.41,2025-10-12,166,sales_rep,completed
155,103,7,2,127.85,40.88,255.7,173.94,2025-10-12,166,sales_rep,completed
156,104,5,3,33.03,9.12,99.09,71.73,2025-10-12,69,website,completed
157,104,7,2,126.72,41.18,253.44,171.08,2025-10-12,69,website,completed
158,105,5,3,34.79,8.82,104.37,77.91,2025-10-13,67,marketplace,completed
159,106,6,1,40.78,12.28,40.78,28.5,2025-10-13,87,website,completed
160,106,7,2,126.8,41.69,253.6,170.22,2025-10-13,87,website,completed
161,107,3,3,78.54,24.13,235.62,163.23,2025-10-13,107,marketplace,completed
162,108,2,1,65.14,19.41,65.14,45.73,2025-10-13,45,website,completed
163,109,7,2,126.03,41.18,252.06,169.7,2025-10-13,172,marketplace,completed
164,109,1,1,87.98,27.26,87.98,60.72,2025-10-13,172,marketplace,completed
165,109,1,3,87.27,26.47,261.81,182.4,2025-10-13,172,marketplace,completed
166,110,7,3,127.14,40.79,381.42,259.05,2025-10-13,8,website,completed
167,111,3,2,80.01,24.07,160.02,111.88,2025-10-13,74,sales_rep,completed
168,111,4,1,58.99,17.51,58.99,41.48,2025-10-13,74,sales_rep,completed
169,112,5,1,33.07,9.13,33.07,23.94,2025-10-13,5,website,completed
170,112,1,1,86.58,26.85,86.58,59.73,2025-10-13,5,website,completed
171,112,6,1,41.19,12.73,41.19,28.46,2025-10-13,5,website,completed
172,113,7,1,129.02,41.66,129.02,87.36,2025-10-13,4,website,completed
173,113,4,1,58.02,17.51,58.02,40.51,2025-10-13,4,website,completed
174,114,7,2,125.8,40.93,251.6,169.74,2025-10-13,4,website,completed
175,115,5,1,34.47,9.02,34.47,25.45,2025-10-14,80,marketplace,completed
176,115,4,1,57.76,17.8,57.76,39.96,2025-10-14,80,marketplace,completed
177,116,1,3,87.97,26.68,263.91,183.87,2025-10-14,5,website,completed
178,116,5,1,33.84,9.17,33.84,24.67,2025-10-14,5,website,completed
179,116,7,1,130.64,40.33,130.64,90.31,2025-10-14,5,website,completed
180,117,6,3,40.98,12.32,122.94,85.98,2025-10-14,139,website,completed
181,118,2,2,65.78,19.68,131.56,92.2,2025-10-14,25,marketplace,completed
182,118,7,2,128.63,40.56,257.26,176.14,2025-10-14,25,marketplace,completed
183,119,1,2,88.01,26.59,176.02,122.84,2025-10-14,40,sales_rep,completed
184,120,7,3,130.52,40.25,391.56,270.81,2025-10-14,59,marketplace,completed
185,120,2,2,63.63,19.66,127.26,87.94,2025-10-14,59,marketplace,completed
186,121,8,1,70.87,21.3,70.87,49.57,2025-10-14,107,marketplace,completed
187,122,1,1,87.03,27.35,87.03,59.68,2025-10-14,146,website,completed
188,122,7,2,130.44,41.72,260.88,177.44,2025-10-14,146,website,completed
189,123,1,3,88.7,26.6,266.1,186.3,2025-10-14,156,website,completed
190,124,8,2,70.33,20.91,140.66,98.84,2025-10-14,90,website,completed
191,125,2,1,63.19,19.59,63.19,43.6,2025-10-14,4,website,completed
192,126,3,3,80.82,24.02,242.46,170.4,2025-10-15,146,marketplace,completed
193,127,4,3,59.01,17.42,177.03,124.77,2025-10-15,145,sales_rep,completed
194,127,4,1,57.32,17.57,57.32,39.75,2025-10-15,145,sales_rep,completed
195,128,7,1,132.67,40.34,132.67,92.33,2025-10-15,3,website,completed
196,129,8,2,68.4,21.28,136.8,94.24,2025-10-15,74,marketplace,completed
197,129,4,1,57.85,17.56,57.85,40.29,2025-10-15,74,marketplace,completed
198,129,8,3,69.82,21.35,209.46,145.41,2025-10-15,74,marketplace,completed
199,130,8,2,69.17,20.73,138.34,96.88,2025-10-15,3,whatsapp,completed
200,130,7,1,125.83,40.56,125.83,85.27,2025-10-15,3,whatsapp,completed
201,131,2,2,63.28,19.23,126.56,88.1,2025-10-15,140,marketplace,completed
202,131,1,3,91.23,27.3,273.69,191.79,2025-10-15,140,marketplace,completed
203,131,7,3,131.79,41.76,395.37,270.09,2025-10-15,140,marketplace,completed
204,132,1,1,90.24,26.93,90.24,63.31,2025-10-15,175,website,completed
205,133,8,1,69.69,21.26,69.69,48.43,2025-10-15,130,marketplace,completed
206,133,7,2,127.5,41.31,255.0,172.38,2025-10-15,130,marketplace,completed
207,134,8,3,67.06,21.09,201.18,137.91,2025-10-15,6,whatsapp,completed
208,135,6,2,41.16,12.69,82.32,56.94,2025-10-16,162,website,completed
209,135,2,1,66.25,19.63,66.25,46.62,2025-10-16,162,website,completed
210,136,1,2,90.53,27.24,181.06,126.58,2025-10-16,91,website,completed
211,137,3,1,80.56,24.28,80.56,56.28,2025-10-16,4,sales_rep,completed
212,137,4,3,59.53,17.63,178.59,125.7,2025-10-16,4,sales_rep,completed
213,138,2,1,63.34,19.24,63.34,44.1,2025-10-16,24,sales_rep,completed
214,139,5,3,34.8,9.07,104.4,77.19,2025-10-16,25,marketplace,completed
215,140,1,1,91.53,26.9,91.53,64.63,2025-10-16,173,website,completed
216,141,1,3,89.27,26.99,267.81,186.84,2025-10-16,144,website,completed
217,142,1,1,89.74,27.52,89.74,62.22,2025-10-16,1,website,completed
218,142,1,2,90.84,26.79,181.68,128.1,2025-10-16,1,website,completed
219,143,3,1,78.74,23.77,78.74,54.97,2025-10-16,131,sales_rep,completed
220,143,3,2,77.88,24.32,155.76,107.12,2025-10-16,131,sales_rep,completed
221,144,2,3,64.66,19.7,193.98,134.88,2025-10-16,44,sales_rep,completed
222,145,4,2,59.26,17.31,118.52,83.9,2025-10-16,21,sales_rep,completed
223,146,5,2,33.33,9.17,66.66,48.32,2025-10-17,14,marketplace,completed
224,146,1,1,90.65,26.6,90.65,64.05,2025-10-17,14,marketplace,completed
225,147,2,1,63.39,19.54,63.39,43.85,2025-10-17,180,website,completed
226,147,8,3,68.28,20.81,204.84,142.41,2025-10-17,180,website,completed
227,147,8,2,70.73,20.59,141.46,100.28,2025-10-17,180,website,completed
228,148,1,3,89.44,27.5,268.32,185.82,2025-10-17,156,marketplace,completed
229,149,4,2,60.34,17.33,120.68,86.02,2025-10-17,33,marketplace,completed
230,150,1,3,89.97,26.89,269.91,189.24,2025-10-17,152,marketplace,completed
231,151,2,2,63.13,19.75,126.26,86.76,2025-10-17,90,marketplace,completed
232,152,2,2,64.1,19.44,128.2,89.32,2025-10-17,77,sales_rep,completed
233,152,2,3,63.4,19.45,190.2,131.85,2025-10-17,77,sales_rep,completed
234,152,6,2,42.61,12.63,85.22,59.96,2025-10-17,77,sales_rep,completed
235,153,4,1,59.99,17.52,59.99,42.47,2025-10-17,20,marketplace,completed
236,154,3,3,77.57,23.87,232.71,161.1,2025-10-18,50,website,completed
237,154,8,2,69.02,21.11,138.04,95.82,2025-10-18,50,website,completed
238,155,8,2,69.36,20.87,138.72,96.98,2025-10-18,13,website,completed
239,156,3,1,80.68,24.27,80.68,56.41,2025-10-18,72,sales_rep,completed
240,157,3,1,80.73,24.45,80.73,56.28,2025-10-18,62,marketplace,completed
241,158,2,2,65.83,19.66,131.66,92.34,2025-10-18,127,whatsapp,completed
242,158,7,2,128.41,40.8,256.82,175.22,2025-10-18,127,whatsapp,completed
243,159,5,3,33.19,9.0,99.57,72.57,2025-10-18,70,website,completed
244,160,6,2,40.9,12.74,81.8,56.32,2025-10-18,101,marketplace,completed
245,161,1,1,90.63,27.33,90.63,63.3,2025-10-18,76,website,completed
246,161,7,3,128.26,40.7,384.78,262.68,2025-10-18,76,website,completed
247,162,3,2,80.12,24.08,160.24,112.08,2025-10-18,12,marketplace,completed
248,163,4,2,59.03,17.74,118.06,82.58,2025-10-18,54,website,completed
249,163,8,3,70.56,20.73,211.68,149.49,2025-10-18,54,website,completed
250,164,8,1,68.4,21.21,68.4,47.19,2025-10-18,38,sales_rep,completed
251,164,7,2,128.38,41.63,256.76,173.5,2025-10-18,38,sales_rep,completed
252,164,5,2,33.51,8.93,67.02,49.16,2025-10-18,38,sales_rep,completed
253,165,1,1,90.96,26.87,90.96,64.09,2025-10-19,155,marketplace,completed
254,166,8,2,67.52,21.3,135.04,92.44,2025-10-19,19,sales_rep,completed
255,166,7,1,131.16,40.98,131.16,90.18,2025-10-19,19,sales_rep,completed
256,167,2,1,65.3,19.23,65.3,46.07,2025-10-19,51,website,completed
257,168,3,2,78.45,23.56,156.9,109.78,2025-10-19,28,website,completed
258,169,1,3,87.66,27.21,262.98,181.35,2025-10-19,101,whatsapp,completed
259,169,1,2,88.0,26.57,176.0,122.86,2025-10-19,101,whatsapp,completed
260,170,2,3,65.08,19.52,195.24,136.68,2025-10-19,84,website,completed
261,171,1,2,86.43,26.7,172.86,119.46,2025-10-19,40,website,completed
262,172,3,3,80.38,23.88,241.14,169.5,2025-10-19,60,sales_rep,completed
263,173,1,1,86.59,26.59,86.59,60.0,2025-10-19,142,marketplace,completed
264,174,6,3,40.76,12.46,122.28,84.9,2025-10-19,37,marketplace,completed
265,175,7,1,129.09,41.19,129.09,87.9,2025-10-20,139,website,completed
266,176,8,1,67.09,21.0,67.09,46.09,2025-10-20,33,marketplace,completed
267,176,3,1,79.89,23.98,79.89,55.91,2025-10-20,33,marketplace,completed
268,176,3,1,76.64,24.16,76.64,52.48,2025-10-20,33,marketplace,completed
269,177,4,3,59.79,17.78,179.37,126.03,2025-10-20,152,marketplace,completed
270,178,1,1,91.0,27.38,91.0,63.62,2025-10-20,122,whatsapp,completed
271,179,6,1,40.76,12.32,40.76,28.44,2025-10-20,179,website,completed
272,180,1,2,88.47,26.95,176.94,123.04,2025-10-20,90,website,completed
273,180,7,2,130.47,40.96,260.94,179.02,2025-10-20,90,website,completed
274,180,1,2,89.79,27.32,179.58,124.94,2025-10-20,90,website,completed
275,181,8,2,70.25,21.15,140.5,98.2,2025-10-20,21,whatsapp,completed
276,182,4,2,57.39,17.33,114.78,80.12,2025-10-21,13,sales_rep,completed
277,182,4,2,57.27,17.76,114.54,79.02,2025-10-21,13,sales_rep,completed
278,182,7,3,131.07,41.13,393.21,269.82,2025-10-21,13,sales_rep,completed
279,183,3,2,78.27,24.17,156.54,108.2,2025-10-21,177,sales_rep,completed
280,183,6,2,41.11,12.66,82.22,56.9,2025-10-21,177,sales_rep,completed
281,184,7,2,131.86,40.3,263.72,183.12,2025-10-21,162,website,completed
282,185,4,2,58.66,17.31,117.32,82.7,2025-10-21,67,website,completed
283,186,1,2,90.31,26.48,180.62,127.66,2025-10-21,152,website,completed
284,187,5,3,34.28,9.14,102.84,75.42,2025-10-21,15,marketplace,returned
285,188,1,1,90.84,26.82,90.84,64.02,2025-10-21,173,marketplace,completed
286,189,6,2,41.63,12.57,83.26,58.12,2025-10-21,159,marketplace,completed
287,189,2,2,65.19,19.4,130.38,91.58,2025-10-21,159,marketplace,completed
288,190,2,1,66.68,19.42,66.68,47.26,2025-10-21,48,marketplace,completed
289,190,1,2,90.73,26.67,181.46,128.12,2025-10-21,48,marketplace,completed
290,191,7,3,132.53,40.4,397.59,276.39,2025-10-21,112,website,completed
291,191,3,2,76.65,24.23,153.3,104.84,2025-10-21,112,website,completed
292,192,8,1,69.79,20.73,69.79,49.06,2025-10-22,116,sales_rep,completed
293,193,3,3,80.24,23.78,240.72,169.38,2025-10-22,32,website,completed
294,193,8,2,70.95,20.96,141.9,99.98,2025-10-22,32,website,completed
295,194,7,3,131.79,41.35,395.37,271.32,2025-10-22,111,marketplace,completed
296,195,8,3,69.62,21.38,208.86,144.72,2025-10-22,167,website,completed
297,195,1,3,89.23,27.15,267.69,186.24,2025-10-22,167,website,completed
298,196,5,2,34.63,9.01,69.26,51.24,2025-10-22,96,marketplace,completed
299,196,7,1,128.08,40.27,128.08,87.81,2025-10-22,96,marketplace,completed
300,196,4,1,57.94,17.68,57.94,40.26,2025-10-22,96,marketplace,completed
301,197,7,1,130.96,40.23,130.96,90.73,2025-10-22,79,marketplace,completed
302,198,5,3,34.58,9.11,103.74,76.41,2025-10-22,32,marketplace,completed
303,198,3,2,79.91,23.57,159.82,112.68,2025-10-22,32,marketplace,completed
304,199,4,1,59.86,17.29,59.86,42.57,2025-10-22,112,whatsapp,completed
305,200,6,3,41.24,12.61,123.72,85.89,2025-10-22,119,sales_rep,completed
306,200,4,1,58.27,17.27,58.27,41.0,2025-10-22,119,sales_rep,completed
307,201,1,2,89.3,26.6,178.6,125.4,2025-10-22,53,whatsapp,completed
308,202,8,3,69.48,21.14,208.44,145.02,2025-10-22,71,website,completed
309,202,5,2,34.59,9.02,69.18,51.14,2025-10-22,71,website,completed
310,203,4,2,57.56,17.3,115.12,80.52,2025-10-23,53,marketplace,completed
311,204,4,3,57.26,17.62,171.78,118.92,2025-10-23,90,website,completed
312,204,4,2,58.08,17.6,116.16,80.96,2025-10-23,90,website,completed
313,205,8,1,68.53,21.03,68.53,47.5,2025-10-23,68,whatsapp,completed
314,206,1,1,88.04,26.55,88.04,61.49,2025-10-23,138,sales_rep,completed
315,206,7,1,126.43,41.75,126.43,84.68,2025-10-23,138,sales_rep,completed
316,207,6,1,42.1,12.6,42.1,29.5,2025-10-23,7,marketplace,completed
317,207,7,3,131.13,41.24,393.39,269.67,2025-10-23,7,marketplace,completed
318,208,1,1,90.57,27.06,90.57,63.51,2025-10-23,45,website,completed
319,209,3,2,76.71,24.17,153.42,105.08,2025-10-23,64,whatsapp,completed
320,210,7,3,125.95,41.47,377.85,253.44,2025-10-23,170,sales_rep,completed
321,210,3,2,79.51,23.79,159.02,111.44,2025-10-23,170,sales_rep,completed
322,211,4,1,59.87,17.71,59.87,42.16,2025-10-23,103,website,completed
323,212,7,1,129.41,41.09,129.41,88.32,2025-10-23,81,whatsapp,completed
324,212,6,1,40.85,12.54,40.85,28.31,2025-10-23,81,whatsapp,completed
325,212,3,2,79.18,24.43,158.36,109.5,2025-10-23,81,whatsapp,completed
326,213,1,2,87.37,26.66,174.74,121.42,2025-10-23,94,website,completed
327,213,5,3,34.72,9.13,104.16,76.77,2025-10-23,94,website,completed
328,214,1,1,87.38,27.09,87.38,60.29,2025-10-23,146,marketplace,completed
329,215,5,1,33.63,8.98,33.63,24.65,2025-10-24,97,website,completed
330,216,8,1,69.88,21.12,69.88,48.76,2025-10-24,84,marketplace,completed
331,216,1,2,90.82,26.61,181.64,128.42,2025-10-24,84,marketplace,completed
332,216,2,3,64.34,19.48,193.02,134.58,2025-10-24,84,marketplace,completed
333,217,2,3,63.82,19.68,191.46,132.42,2025-10-24,84,marketplace,completed
334,217,7,3,125.72,40.3,377.16,256.26,2025-10-24,84,marketplace,completed
335,218,2,3,64.89,19.71,194.67,135.54,2025-10-24,5,marketplace,completed
336,218,1,2,88.43,27.42,176.86,122.02,2025-10-24,5,marketplace,completed
337,218,2,3,65.91,19.34,197.73,139.71,2025-10-24,5,marketplace,completed
338,219,2,3,65.72,19.7,197.16,138.06,2025-10-24,136,website,completed
339,220,6,1,42.66,12.37,42.66,30.29,2025-10-24,46,website,completed
340,220,4,2,58.54,17.18,117.08,82.72,2025-10-24,46,website,completed
341,220,3,1,79.08,24.28,79.08,54.8,2025-10-24,46,website,completed
342,221,8,2,70.39,20.8,140.78,99.18,2025-10-24,122,sales_rep,completed
343,221,5,3,34.14,8.96,102.42,75.54,2025-10-24,122,sales_rep,completed
344,222,3,1,79.08,23.86,79.08,55.22,2025-10-24,156,marketplace,completed
345,223,7,2,126.41,40.31,252.82,172.2,2025-10-24,130,sales_rep,completed
346,224,5,1,33.96,8.99,33.96,24.97,2025-10-24,60,website,completed
347,224,3,1,79.43,24.14,79.43,55.29,2025-10-24,60,website,completed
