order_id,company_id,customer_id,order_date,total_amount,discount_amount,channel,status
48,2,56,2025-10-10,589.91,0,website,completed
49,2,9,2025-10-10,405.93,0,sales_rep,completed
50,2,53,2025-10-10,339.96,0,sales_rep,completed
51,2,54,2025-10-10,449.97,0,whatsapp,completed
52,2,71,2025-10-11,599.96,0,website,completed
53,2,75,2025-10-11,859.94,0,sales_rep,completed
54,2,22,2025-10-11,359.94,0,website,completed
55,2,40,2025-10-11,149.99,0,marketplace,completed
56,2,6,2025-10-11,423.91,0,marketplace,completed
57,2,74,2025-10-11,679.92,0,marketplace,completed
58,2,32,2025-10-11,149.99,0,marketplace,completed
59,2,55,2025-10-11,341.93,0,marketplace,completed
60,2,59,2025-10-12,921.89,0,marketplace,completed
61,2,71,2025-10-12,681.89,0,whatsapp,completed
62,2,32,2025-10-12,779.91,0,sales_rep,completed
63,2,10,2025-10-13,309.96,0,sales_rep,completed
64,2,18,2025-10-13,529.95,0,marketplace,completed
65,2,54,2025-10-13,649.95,0,whatsapp,completed
66,2,27,2025-10-13,1199.91,0,whatsapp,completed
67,2,1,2025-10-13,691.94,0,sales_rep,completed
68,2,63,2025-10-13,409.95,0,marketplace,completed
69,2,44,2025-10-13,389.97,0,whatsapp,completed
70,2,51,2025-10-13,263.94,0,website,completed
71,2,24,2025-10-13,319.94,0,website,completed
72,2,44,2025-10-14,329.96,0,whatsapp,completed
73,2,61,2025-10-14,239.97,0,website,completed
74,2,29,2025-10-14,239.96,0,website,completed
75,2,26,2025-10-14,259.98,0,website,completed
76,2,61,2025-10-14,359.96,0,website,completed
77,2,33,2025-10-14,599.94,0,sales_rep,completed
78,2,14,2025-10-14,1003.9,0,website,completed
79,2,76,2025-10-15,91.98,0,marketplace,completed
80,2,45,2025-10-15,389.97,0,whatsapp,completed
81,2,2,2025-10-15,159.96,0,whatsapp,completed
82,2,59,2025-10-16,439.89,0,marketplace,completed
83,2,56,2025-10-16,149.99,0,sales_rep,completed
84,2,36,2025-10-16,989.93,0,whatsapp,completed
85,2,4,2025-10-16,159.96,0,whatsapp,completed
86,2,28,2025-10-16,779.94,0,sales_rep,completed
87,2,72,2025-10-16,89.99,0,website,completed
88,2,31,2025-10-16,599.96,0,whatsapp,completed
89,2,58,2025-10-17,159.96,0,website,completed
90,2,32,2025-10-17,809.93,0,sales_rep,completed
91,2,55,2025-10-17,389.94,0,sales_rep,completed
92,2,33,2025-10-17,269.97,0,marketplace,completed
93,2,16,2025-10-17,949.9,0,marketplace,completed
94,2,13,2025-10-17,211.95,0,marketplace,completed
95,2,2,2025-10-17,449.97,0,marketplace,completed
96,2,17,2025-10-17,119.97,0,whatsapp,completed
97,2,61,2025-10-17,79.99,0,whatsapp,completed
98,2,62,2025-10-18,609.95,0,website,completed
99,2,74,2025-10-18,569.94,0,website,completed
100,2,16,2025-10-18,999.9,0,whatsapp,completed
101,2,57,2025-10-18,599.96,0,sales_rep,completed
102,2,79,2025-10-18,159.98,0,website,completed
103,2,34,2025-10-18,129.99,0,website,completed
104,2,1,2025-10-19,549.92,0,whatsapp,completed
105,2,30,2025-10-19,365.93,0,sales_rep,completed
106,2,34,2025-10-19,499.93,0,marketplace,completed
107,2,19,2025-10-19,599.93,0,website,completed
108,2,60,2025-10-20,367.92,0,sales_rep,completed
109,2,11,2025-10-20,869.93,0,website,completed
110,2,12,2025-10-20,389.95,0,marketplace,completed
111,2,61,2025-10-21,159.96,0,whatsapp,completed
112,2,63,2025-10-21,407.94,0,website,completed
113,2,14,2025-10-21,757.89,0,marketplace,completed
114,2,71,2025-10-21,719.94,0,website,completed
115,2,52,2025-10-22,1169.91,0,website,completed
116,2,25,2025-10-22,645.95,0,sales_rep,completed
117,2,27,2025-10-22,759.92,0,sales_rep,completed
118,2,4,2025-10-23,273.95,0,marketplace,completed
119,2,12,2025-10-23,159.96,0,marketplace,completed
120,2,16,2025-10-23,829.9,0,marketplace,completed
121,2,61,2025-10-24,599.96,0,marketplace,completed
122,2,25,2025-10-24,749.93,0,marketplace,completed
123,2,65,2025-10-24,633.93,0,sales_rep,completed
124,2,20,2025-10-24,709.93,0,whatsapp,completed
125,2,59,2025-10-24,1039.92,0,sales_rep,completed
126,2,53,2025-10-24,703.92,0,website,completed
127,2,20,2025-10-24,239.97,0,whatsapp,completed
128,2,13,2025-10-24,339.97,0,whatsapp,completed
129,2,53,2025-10-24,479.93,0,marketplace,completed
130,2,43,2025-10-25,479.94,0,whatsapp,completed
131,2,31,2025-10-25,379.94,0,sales_rep,completed
132,2,13,2025-10-25,195.98,0,whatsapp,completed
133,2,8,2025-10-26,479.96,0,sales_rep,completed
134,2,68,2025-10-26,91.98,0,whatsapp,completed
135,2,23,2025-10-26,339.94,0,website,completed
136,2,75,2025-10-26,903.9,0,marketplace,completed
137,2,2,2025-10-26,401.93,0,whatsapp,completed
138,2,45,2025-10-26,609.93,0,sales_rep,completed
139,2,39,2025-10-26,131.97,0,marketplace,completed
140,2,74,2025-10-27,719.92,0,sales_rep,completed
141,2,36,2025-10-27,795.92,0,website,completed
142,2,30,2025-10-27,449.97,0,sales_rep,completed
143,2,18,2025-10-27,689.92,0,website,completed
144,2,5,2025-10-27,449.97,0,sales_rep,completed
145,2,42,2025-10-27,449.97,0,whatsapp,completed
146,2,68,2025-10-27,719.93,0,sales_rep,completed
147,2,44,2025-10-27,159.98,0,website,completed
148,2,51,2025-10-28,287.96,0,sales_rep,completed
149,2,69,2025-10-28,767.9,0,website,completed
150,2,14,2025-10-28,409.94,0,marketplace,completed
151,2,60,2025-10-28,259.98,0,sales_rep,completed
152,2,6,2025-10-28,259.98,0,website,completed
153,2,69,2025-10-29,611.94,0,marketplace,completed
154,2,54,2025-10-29,919.92,0,website,completed
155,2,48,2025-10-29,119.97,0,marketplace,completed
156,2,13,2025-10-29,827.92,0,sales_rep,completed
157,2,36,2025-10-29,379.97,0,marketplace,completed
158,2,7,2025-10-30,79.98,0,sales_rep,completed
159,2,9,2025-10-30,449.97,0,marketplace,completed
160,2,77,2025-10-31,91.98,0,website,completed
161,2,70,2025-10-31,39.99,0,sales_rep,completed
162,2,17,2025-10-31,269.97,0,website,completed
163,2,3,2025-10-31,183.96,0,marketplace,completed
164,2,15,2025-11-01,263.95,0,website,completed
165,2,65,2025-11-01,137.97,0,marketplace,completed
166,2,59,2025-11-01,679.92,0,website,completed
167,2,14,2025-11-01,229.98,0,whatsapp,completed
168,2,42,2025-11-01,573.93,0,marketplace,completed
169,2,77,2025-11-01,303.94,0,sales_rep,completed
170,2,71,2025-11-01,599.96,0,marketplace,completed
171,2,44,2025-11-01,879.92,0,whatsapp,completed
172,2,41,2025-11-01,359.96,0,sales_rep,completed
173,2,9,2025-11-01,183.96,0,website,completed
174,2,48,2025-11-02,699.92,0,marketplace,completed
175,2,46,2025-11-02,809.93,0,whatsapp,completed
176,2,46,2025-11-02,299.98,0,website,completed
177,2,29,2025-11-03,825.93,0,website,completed
178,2,74,2025-11-03,529.95,0,marketplace,completed
179,2,24,2025-11-03,659.94,0,sales_rep,completed
180,2,1,2025-11-03,825.93,0,marketplace,completed
181,2,4,2025-11-03,599.96,0,website,completed
182,2,54,2025-11-03,389.94,0,whatsapp,completed
183,2,73,2025-11-03,299.98,0,website,completed
184,2,80,2025-11-03,703.92,0,website,completed
185,2,63,2025-11-03,39.99,0,whatsapp,completed
186,2,56,2025-11-04,319.92,0,website,completed
187,2,29,2025-11-04,149.99,0,whatsapp,completed
188,2,27,2025-11-04,269.97,0,sales_rep,completed
189,2,38,2025-11-04,819.94,0,sales_rep,completed
190,2,17,2025-11-04,137.97,0,whatsapp,completed
191,2,10,2025-11-04,319.96,0,whatsapp,completed
192,2,3,2025-11-04,759.92,0,whatsapp,completed
193,2,38,2025-11-05,759.94,0,website,completed
194,2,47,2025-11-05,79.98,0,website,completed
195,2,56,2025-11-05,569.94,0,whatsapp,completed
196,2,29,2025-11-05,129.99,0,sales_rep,completed
197,2,68,2025-11-05,569.95,0,marketplace,completed
198,2,31,2025-11-05,159.98,0,website,completed
199,2,78,2025-11-05,493.93,0,marketplace,completed
200,2,60,2025-11-05,451.92,0,whatsapp,completed
201,2,9,2025-11-06,579.96,0,whatsapp,completed
202,2,46,2025-11-06,135.98,0,website,completed
203,2,48,2025-11-06,183.96,0,sales_rep,completed
204,2,60,2025-11-06,579.91,0,website,completed
205,2,65,2025-11-06,267.96,0,marketplace,completed
206,2,11,2025-11-06,783.9,0,marketplace,returned
207,2,47,2025-11-06,737.93,0,sales_rep,completed
208,2,77,2025-11-06,929.93,0,website,completed
209,2,13,2025-11-06,599.94,0,whatsapp,completed
210,2,45,2025-11-07,319.93,0,sales_rep,completed
211,2,40,2025-11-07,205.97,0,whatsapp,completed
212,2,55,2025-11-07,339.96,0,sales_rep,returned
213,2,44,2025-11-07,79.98,0,whatsapp,completed
214,2,38,2025-11-08,579.94,0,website,completed
215,2,77,2025-11-08,159.98,0,whatsapp,completed
216,2,57,2025-11-08,589.91,0,website,completed
217,2,30,2025-11-09,709.95,0,marketplace,completed
218,2,74,2025-11-09,959.92,0,whatsapp,completed
219,2,21,2025-11-09,269.97,0,marketplace,completed
220,2,7,2025-11-09,417.95,0,whatsapp,completed
221,2,11,2025-11-09,479.93,0,marketplace,completed
222,2,29,2025-11-09,359.96,0,whatsapp,completed
223,2,7,2025-11-09,319.96,0,whatsapp,completed
224,2,11,2025-11-09,519.96,0,sales_rep,completed
225,2,19,2025-11-09,699.94,0,marketplace,returned
226,2,79,2025-11-10,449.97,0,website,completed
227,2,28,2025-11-10,655.92,0,marketplace,completed
228,2,31,2025-11-10,359.96,0,sales_rep,completed
229,2,80,2025-11-10,225.97,0,whatsapp,completed
230,2,19,2025-11-10,709.91,0,sales_rep,completed
231,2,24,2025-11-10,219.98,0,website,completed
232,2,50,2025-11-10,479.94,0,whatsapp,completed
233,2,3,2025-11-10,137.97,0,sales_rep,completed
234,2,75,2025-11-10,199.95,0,sales_rep,completed
235,2,62,2025-11-11,519.96,0,marketplace,completed
236,2,5,2025-11-11,79.99,0,sales_rep,completed
237,2,41,2025-11-11,723.92,0,sales_rep,completed
238,2,25,2025-11-11,449.97,0,sales_rep,completed
239,2,35,2025-11-11,543.92,0,website,completed
240,2,50,2025-11-11,709.93,0,sales_rep,completed
241,2,67,2025-11-11,999.91,0,sales_rep,completed
242,2,78,2025-11-11,169.98,0,marketplace,completed
243,2,42,2025-11-11,1419.9,0,sales_rep,completed
244,2,58,2025-11-12,573.93,0,website,completed
245,2,8,2025-11-12,449.95,0,website,completed
246,2,4,2025-11-12,329.93,0,marketplace,completed
247,2,9,2025-11-12,479.93,0,marketplace,completed
248,2,73,2025-11-12,1083.9,0,website,completed
249,2,57,2025-11-12,1419.9,0,website,completed
250,2,36,2025-11-12,179.98,0,marketplace,completed
251,2,67,2025-11-13,137.97,0,whatsapp,completed
252,2,34,2025-11-13,709.91,0,whatsapp,completed
253,2,16,2025-11-13,343.94,0,marketplace,completed
254,2,12,2025-11-13,347.93,0,sales_rep,completed
255,2,21,2025-11-13,469.95,0,marketplace,completed
256,2,18,2025-11-13,137.97,0,marketplace,completed
257,2,71,2025-11-13,469.96,0,sales_rep,completed
258,2,40,2025-11-13,1519.88,0,whatsapp,completed
259,2,74,2025-11-13,399.95,0,website,completed
260,2,67,2025-11-14,779.92,0,sales_rep,completed
261,2,65,2025-11-14,457.93,0,website,completed
262,2,21,2025-11-14,119.97,0,sales_rep,completed
263,2,67,2025-11-14,689.95,0,sales_rep,completed
264,2,17,2025-11-14,259.98,0,sales_rep,completed
265,2,76,2025-11-14,375.95,0,marketplace,completed
266,2,11,2025-11-14,491.91,0,website,completed
267,2,80,2025-11-14,1139.9,0,website,completed
268,2,32,2025-11-14,89.99,0,whatsapp,completed
269,2,57,2025-11-15,119.97,0,whatsapp,completed
270,2,78,2025-11-15,441.9,0,marketplace,completed
271,2,17,2025-11-15,389.97,0,sales_rep,completed
272,2,31,2025-11-15,259.96,0,whatsapp,completed
273,2,7,2025-11-16,619.92,0,sales_rep,completed
274,2,42,2025-11-16,359.96,0,sales_rep,completed
275,2,66,2025-11-16,639.95,0,whatsapp,completed
276,2,51,2025-11-17,239.97,0,whatsapp,completed
277,2,7,2025-11-17,855.92,0,website,completed
278,2,14,2025-11-17,759.93,0,whatsapp,completed
279,2,6,2025-11-18,707.92,0,whatsapp,completed
280,2,10,2025-11-18,499.94,0,whatsapp,completed
281,2,13,2025-11-18,689.95,0,whatsapp,completed
282,2,26,2025-11-18,39.99,0,whatsapp,completed
283,2,18,2025-11-18,479.92,0,sales_rep,completed
284,2,42,2025-11-18,1239.9,0,sales_rep,completed
285,2,73,2025-11-18,137.97,0,sales_rep,completed
286,2,15,2025-11-19,569.92,0,whatsapp,completed
287,2,75,2025-11-19,819.9,0,marketplace,completed
288,2,19,2025-11-19,331.96,0,marketplace,returned
289,2,57,2025-11-19,779.94,0,sales_rep,completed
290,2,65,2025-11-19,339.95,0,whatsapp,completed
291,2,72,2025-11-19,789.93,0,sales_rep,completed
292,2,23,2025-11-19,629.94,0,whatsapp,completed
293,2,25,2025-11-20,437.95,0,marketplace,completed
294,2,37,2025-11-20,769.93,0,marketplace,completed
295,2,45,2025-11-20,1359.89,0,sales_rep,completed
296,2,19,2025-11-20,747.92,0,sales_rep,completed
297,2,33,2025-11-20,769.92,0,whatsapp,completed
298,2,14,2025-11-20,391.95,0,marketplace,completed
299,2,13,2025-11-20,449.97,0,whatsapp,completed
300,2,1,2025-11-20,275.94,0,marketplace,completed
301,2,37,2025-11-20,129.99,0,sales_rep,completed
302,2,69,2025-11-21,359.96,0,website,completed
303,2,23,2025-11-21,691.94,0,website,completed
304,2,38,2025-11-21,629.93,0,website,returned
305,2,59,2025-11-21,519.96,0,whatsapp,completed
306,2,35,2025-11-21,519.94,0,marketplace,completed
307,2,24,2025-11-22,379.96,0,website,completed
308,2,79,2025-11-22,747.92,0,whatsapp,completed
309,2,13,2025-11-22,629.95,0,marketplace,completed
310,2,1,2025-11-22,659.94,0,sales_rep,completed
311,2,39,2025-11-22,209.97,0,website,completed
312,2,16,2025-11-22,227.96,0,whatsapp,completed
313,2,48,2025-11-23,183.96,0,marketplace,completed
314,2,20,2025-11-23,1069.89,0,whatsapp,completed
315,2,69,2025-11-23,859.92,0,marketplace,completed
316,2,10,2025-11-23,439.94,0,website,completed
317,2,42,2025-11-23,519.96,0,whatsapp,completed
318,2,12,2025-11-23,819.94,0,whatsapp,completed
319,2,73,2025-11-24,799.92,0,website,completed
320,2,33,2025-11-24,413.94,0,website,completed
321,2,45,2025-11-24,45.99,0,website,completed
322,2,61,2025-11-24,179.98,0,website,completed
323,2,54,2025-11-24,919.92,0,sales_rep,completed
324,2,49,2025-11-24,379.94,0,website,completed
325,2,23,2025-11-24,399.96,0,whatsapp,completed
326,2,39,2025-11-24,859.9,0,whatsapp,completed
327,2,32,2025-11-24,305.97,0,whatsapp,completed
328,2,54,2025-11-25,89.99,0,website,completed
329,2,77,2025-11-25,309.96,0,website,completed
330,2,57,2025-11-26,299.98,0,marketplace,completed
331,2,65,2025-11-26,849.92,0,sales_rep,completed
332,2,39,2025-11-26,477.91,0,marketplace,completed
333,2,36,2025-11-26,879.9,0,website,completed
334,2,7,2025-11-26,1017.89,0,sales_rep,completed
335,2,53,2025-11-26,359.96,0,marketplace,completed
336,2,31,2025-11-26,581.93,0,marketplace,completed
337,2,72,2025-11-26,859.92,0,whatsapp,completed
338,2,27,2025-11-27,227.96,0,sales_rep,completed
339,2,69,2025-11-27,129.98,0,marketplace,completed
340,2,25,2025-11-27,435.96,0,marketplace,completed
341,2,28,2025-11-27,599.96,0,marketplace,completed
342,2,32,2025-11-27,239.97,0,marketplace,completed
343,2,37,2025-11-27,497.91,0,whatsapp,completed
344,2,66,2025-11-28,1069.91,0,whatsapp,completed
345,2,48,2025-11-28,217.95,0,sales_rep,completed
346,2,34,2025-11-28,449.97,0,whatsapp,completed
347,2,30,2025-11-28,519.96,0,whatsapp,completed
348,2,71,2025-11-28,519.92,0,sales_rep,completed
349,2,22,2025-11-28,497.93,0,sales_rep,completed
350,2,68,2025-11-28,129.99,0,website,completed
351,2,53,2025-11-29,149.99,0,marketplace,completed
352,2,20,2025-11-29,369.96,0,website,completed
353,2,63,2025-11-30,769.94,0,website,returned
354,2,68,2025-11-30,399.95,0,sales_rep,completed
355,2,23,2025-11-30,519.94,0,website,completed
356,2,80,2025-11-30,239.95,0,sales_rep,completed
357,2,48,2025-11-30,79.98,0,whatsapp,completed
358,2,39,2025-11-30,735.94,0,website,completed
359,2,49,2025-11-30,129.99,0,whatsapp,completed
360,2,22,2025-11-30,319.96,0,website,completed
361,2,68,2025-11-30,497.92,0,website,completed
362,2,36,2025-12-01,409.97,0,website,completed
363,2,76,2025-12-01,899.92,0,marketplace,completed
364,2,21,2025-12-01,453.93,0,marketplace,completed
365,2,11,2025-12-02,339.97,0,sales_rep,completed
366,2,44,2025-12-02,435.96,0,whatsapp,completed
367,2,58,2025-12-02,843.9,0,whatsapp,completed
368,2,75,2025-12-02,377.94,0,whatsapp,completed
369,2,35,2025-12-03,401.91,0,marketplace,completed
370,2,47,2025-12-03,429.93,0,website,completed
371,2,35,2025-12-03,359.96,0,website,completed
372,2,72,2025-12-04,119.97,0,whatsapp,completed
373,2,71,2025-12-04,559.95,0,website,completed
374,2,38,2025-12-04,299.98,0,whatsapp,completed
375,2,74,2025-12-04,91.98,0,marketplace,completed
376,2,35,2025-12-04,149.99,0,sales_rep,completed
377,2,22,2025-12-04,273.95,0,whatsapp,completed
378,2,47,2025-12-04,1199.9,0,sales_rep,completed
379,2,14,2025-12-04,321.93,0,marketplace,completed
380,2,43,2025-12-04,919.92,0,whatsapp,completed
381,2,62,2025-12-05,389.94,0,sales_rep,completed
382,2,63,2025-12-05,453.93,0,marketplace,completed
383,2,15,2025-12-05,939.93,0,marketplace,completed
384,2,27,2025-12-05,833.91,0,whatsapp,completed
385,2,18,2025-12-05,595.9,0,sales_rep,completed
386,2,58,2025-12-06,889.92,0,whatsapp,completed
387,2,69,2025-12-06,239.97,0,website,completed
388,2,22,2025-12-06,623.89,0,website,completed
389,2,2,2025-12-07,873.91,0,website,completed
390,2,51,2025-12-07,509.94,0,whatsapp,completed
391,2,62,2025-12-07,79.99,0,website,completed
392,2,45,2025-12-08,183.96,0,sales_rep,completed
393,2,45,2025-12-08,569.92,0,whatsapp,completed
394,2,39,2025-12-08,79.99,0,website,completed
395,2,44,2025-12-08,299.98,0,website,completed
396,2,23,2025-12-09,439.94,0,marketplace,completed
397,2,52,2025-12-09,1159.91,0,marketplace,completed
398,2,79,2025-12-09,469.95,0,marketplace,completed
399,2,28,2025-12-09,315.96,0,marketplace,completed
400,2,47,2025-12-09,449.97,0,sales_rep,completed
401,2,63,2025-12-09,383.92,0,sales_rep,completed
402,2,46,2025-12-09,675.94,0,whatsapp,completed
403,2,41,2025-12-09,79.98,0,website,completed
404,2,48,2025-12-09,319.94,0,marketplace,completed
405,2,55,2025-12-09,543.92,0,marketplace,completed
406,2,18,2025-12-10,287.96,0,marketplace,completed
407,2,2,2025-12-10,919.92,0,whatsapp,completed
408,2,63,2025-12-10,779.94,0,whatsapp,completed
409,2,11,2025-12-10,449.97,0,website,completed
410,2,5,2025-12-10,679.94,0,sales_rep,completed
411,2,73,2025-12-10,39.99,0,whatsapp,completed
412,2,70,2025-12-11,359.96,0,sales_rep,completed
413,2,70,2025-12-11,179.98,0,marketplace,completed
414,2,39,2025-12-11,565.95,0,website,completed
415,2,16,2025-12-11,817.91,0,marketplace,completed
416,2,79,2025-12-11,89.99,0,marketplace,completed
417,2,73,2025-12-11,677.92,0,sales_rep,completed
418,2,74,2025-12-12,829.93,0,sales_rep,completed
419,2,8,2025-12-12,159.98,0,sales_rep,completed
420,2,32,2025-12-12,599.96,0,marketplace,completed
421,2,63,2025-12-12,919.92,0,marketplace,completed
422,2,58,2025-12-12,159.96,0,website,completed
423,2,66,2025-12-12,783.92,0,sales_rep,completed
424,2,75,2025-12-13,679.92,0,website,completed
425,2,9,2025-12-13,619.94,0,whatsapp,completed
426,2,35,2025-12-13,659.94,0,sales_rep,completed
427,2,44,2025-12-13,689.94,0,website,completed
428,2,21,2025-12-13,339.96,0,whatsapp,completed
429,2,39,2025-12-13,579.96,0,marketplace,completed
430,2,33,2025-12-13,593.93,0,website,completed
431,2,30,2025-12-14,455.96,0,whatsapp,completed
432,2,62,2025-12-14,359.96,0,website,completed
433,2,2,2025-12-14,599.96,0,website,completed
434,2,17,2025-12-14,85.98,0,whatsapp,completed
435,2,14,2025-12-14,499.94,0,sales_rep,completed
436,2,18,2025-12-14,737.93,0,marketplace,completed
437,2,28,2025-12-15,905.93,0,marketplace,completed
438,2,13,2025-12-15,1069.89,0,marketplace,completed
439,2,41,2025-12-15,489.94,0,marketplace,completed
440,2,4,2025-12-15,609.91,0,sales_rep,completed
441,2,7,2025-12-15,299.98,0,marketplace,completed
442,2,64,2025-12-15,389.97,0,website,completed
443,2,41,2025-12-15,603.91,0,marketplace,completed
444,2,10,2025-12-16,389.97,0,website,completed
445,2,28,2025-12-16,989.93,0,website,completed
446,2,55,2025-12-16,511.94,0,whatsapp,completed
447,2,40,2025-12-16,91.98,0,website,completed
448,2,69,2025-12-16,629.92,0,sales_rep,completed
449,2,31,2025-12-16,509.95,0,website,completed
450,2,79,2025-12-16,289.96,0,website,completed
451,2,18,2025-12-16,349.95,0,website,completed
452,2,48,2025-12-16,169.98,0,marketplace,completed
453,2,55,2025-12-17,559.95,0,sales_rep,completed
454,2,59,2025-12-17,631.93,0,sales_rep,completed
455,2,33,2025-12-17,345.96,0,website,completed
456,2,6,2025-12-17,639.93,0,website,completed
457,2,20,2025-12-17,519.96,0,marketplace,completed
458,2,29,2025-12-17,839.93,0,sales_rep,completed
459,2,74,2025-12-17,379.95,0,sales_rep,completed
460,2,6,2025-12-18,659.94,0,whatsapp,completed
461,2,42,2025-12-18,449.97,0,website,completed
462,2,26,2025-12-18,779.94,0,sales_rep,completed
463,2,48,2025-12-18,79.98,0,whatsapp,completed
464,2,20,2025-12-18,79.98,0,website,completed
465,2,70,2025-12-18,397.95,0,sales_rep,completed
466,2,49,2025-12-18,1099.9,0,sales_rep,completed
467,2,8,2025-12-18,149.99,0,marketplace,completed
468,2,30,2025-12-18,489.95,0,whatsapp,completed
469,2,75,2025-12-18,759.94,0,website,completed
470,2,17,2025-12-19,297.93,0,marketplace,completed
471,2,41,2025-12-19,91.98,0,whatsapp,completed
472,2,18,2025-12-19,519.96,0,website,completed
473,2,60,2025-12-19,683.91,0,sales_rep,completed
474,2,40,2025-12-19,129.99,0,whatsapp,completed
475,2,21,2025-12-19,575.94,0,sales_rep,completed
476,2,19,2025-12-19,449.95,0,website,completed
477,2,39,2025-12-19,89.99,0,sales_rep,completed
478,2,58,2025-12-20,299.98,0,marketplace,completed
479,2,16,2025-12-20,159.98,0,website,completed
480,2,26,2025-12-20,419.95,0,whatsapp,completed
481,2,3,2025-12-20,449.93,0,website,completed
482,2,43,2025-12-20,329.97,0,website,completed
483,2,74,2025-12-20,205.95,0,whatsapp,completed
484,2,49,2025-12-20,179.98,0,whatsapp,completed
485,2,36,2025-12-20,149.99,0,sales_rep,completed
486,2,38,2025-12-21,689.94,0,whatsapp,completed
487,2,36,2025-12-21,259.98,0,whatsapp,completed
488,2,70,2025-12-21,757.89,0,website,completed
489,2,45,2025-12-21,39.99,0,sales_rep,completed
490,2,41,2025-12-21,469.95,0,marketplace,returned
491,2,46,2025-12-22,259.98,0,marketplace,completed
492,2,31,2025-12-22,589.93,0,sales_rep,completed
493,2,46,2025-12-22,467.93,0,marketplace,completed
494,2,46,2025-12-22,159.96,0,marketplace,completed
495,2,70,2025-12-22,149.99,0,sales_rep,completed
496,2,8,2025-12-22,519.96,0,marketplace,completed
497,2,1,2025-12-22,299.98,0,sales_rep,completed
498,2,44,2025-12-22,175.98,0,marketplace,completed
499,2,19,2025-12-22,549.93,0,marketplace,completed
500,2,51,2025-12-22,391.96,0,website,completed
501,2,63,2025-12-23,499.93,0,sales_rep,completed
502,2,49,2025-12-23,419.96,0,sales_rep,completed
503,2,1,2025-12-23,749.94,0,whatsapp,completed
504,2,79,2025-12-23,359.96,0,marketplace,completed
505,2,19,2025-12-23,137.97,0,sales_rep,completed
506,2,41,2025-12-23,137.97,0,marketplace,completed
507,2,58,2025-12-23,39.99,0,website,completed
508,2,45,2025-12-23,439.94,0,sales_rep,completed
509,2,54,2025-12-24,759.93,0,marketplace,completed
510,2,70,2025-12-24,239.96,0,whatsapp,completed
511,2,58,2025-12-24,119.97,0,website,completed
512,2,3,2025-12-24,129.99,0,sales_rep,completed
513,2,44,2025-12-24,89.99,0,marketplace,completed
514,2,71,2025-12-24,649.91,0,website,completed
515,2,22,2025-12-24,239.97,0,whatsapp,completed
516,2,27,2025-12-24,809.91,0,marketplace,completed
517,2,31,2025-12-24,771.93,0,website,completed
518,2,1,2025-12-25,443.93,0,whatsapp,completed
519,2,4,2025-12-25,249.95,0,marketplace,completed
520,2,15,2025-12-25,1049.93,0,sales_rep,completed
521,2,12,2025-12-25,331.95,0,whatsapp,completed
