record_id,campaign_id,date,impressions,clicks,leads,conversions,spend,revenue_attributed
280,1,2026-01-02,1372,89,22,0,69.5,0.0
281,2,2026-01-02,2442,104,26,0,45.1,0.0
282,3,2026-01-02,1335,92,23,1,4.85,144.93
283,1,2026-01-03,2156,149,37,1,60.46,101.0
284,2,2026-01-03,2027,87,21,0,44.2,0.0
285,3,2026-01-03,804,43,10,0,0.67,0.0
286,1,2026-01-04,1155,53,13,0,55.19,0.0
287,2,2026-01-04,2361,107,26,0,49.07,0.0
288,3,2026-01-04,2133,70,17,1,15.53,63.71
289,1,2026-01-05,2175,103,25,1,71.64,74.81
290,2,2026-01-05,1570,99,24,0,54.44,0.0
291,3,2026-01-05,2372,148,37,2,1.54,356.11
292,1,2026-01-06,1558,105,26,1,57.5,113.35
293,2,2026-01-06,840,50,12,0,39.43,0.0
294,3,2026-01-06,1192,40,10,0,12.18,0.0
295,1,2026-01-07,2270,88,22,0,61.06,0.0
296,2,2026-01-07,875,36,9,0,54.35,0.0
297,3,2026-01-07,1228,37,9,0,12.14,0.0
298,1,2026-01-08,1027,66,16,0,67.77,0.0
299,2,2026-01-08,1930,72,18,0,44.88,0.0
300,3,2026-01-08,2034,106,26,2,11.44,135.69
301,1,2026-01-09,933,32,8,0,57.56,0.0
302,2,2026-01-09,1871,110,27,0,52.11,0.0
303,3,2026-01-09,847,59,14,1,14.95,143.16
304,1,2026-01-10,1317,75,18,0,65.66,0.0
305,2,2026-01-10,1674,93,23,0,35.04,0.0
306,3,2026-01-10,1461,69,17,1,-0.96,179.41
307,1,2026-01-11,2192,111,27,1,60.48,119.47
308,2,2026-01-11,889,58,14,0,45.35,0.0
309,3,2026-01-11,1660,85,21,1,3.56,97.95
310,1,2026-01-12,1485,49,12,0,62.84,0.0
311,2,2026-01-12,2310,90,22,0,35.51,0.0
312,3,2026-01-12,1311,49,12,0,17.16,0.0
313,1,2026-01-13,2080,70,17,0,56.26,0.0
314,2,2026-01-13,2013,124,31,0,51.16,0.0
315,3,2026-01-13,1306,44,11,0,14.81,0.0
316,1,2026-01-14,911,57,14,0,61.82,0.0
317,2,2026-01-14,949,57,14,0,39.73,0.0
318,3,2026-01-14,2080,99,24,1,13.28,74.98
319,1,2026-01-15,868,39,9,0,74.49,0.0
320,2,2026-01-15,2402,84,21,0,48.87,0.0
321,3,2026-01-15,1417,77,19,1,6.84,111.82
322,1,2026-01-16,914,47,11,0,57.04,0.0
323,2,2026-01-16,996,54,13,0,42.63,0.0
324,3,2026-01-16,2412,136,34,2,15.29,122.55
325,1,2026-01-17,2428,114,28,1,62.68,134.43
326,2,2026-01-17,2133,143,35,0,37.03,0.0
327,3,2026-01-17,1472,78,19,1,7.08,72.96
328,1,2026-01-18,2260,73,18,0,55.25,0.0
329,2,2026-01-18,1973,69,17,0,38.87,0.0
330,3,2026-01-18,1785,105,26,2,5.11,226.71
331,1,2026-01-19,2432,77,19,0,59.86,0.0
332,2,2026-01-19,1850,126,31,0,46.69,0.0
333,3,2026-01-19,1908,116,29,2,4.22,155.38
334,1,2026-01-20,1502,62,15,0,61.17,0.0
335,2,2026-01-20,2146,122,30,0,45.35,0.0
336,3,2026-01-20,1945,125,31,2,8.14,221.29
337,1,2026-01-21,1210,67,16,0,58.91,0.0
338,2,2026-01-21,1187,67,16,0,36.37,0.0
339,3,2026-01-21,2028,117,29,2,17.64,324.48
340,1,2026-01-22,1487,81,20,0,66.32,0.0
341,2,2026-01-22,1730,112,28,0,38.25,0.0
342,3,2026-01-22,807,44,11,0,7.92,0.0
343,1,2026-01-23,1236,48,12,0,64.33,0.0
344,2,2026-01-23,1478,92,23,0,54.05,0.0
345,3,2026-01-23,2491,173,43,3,6.01,310.61
346,1,2026-01-24,861,44,11,0,56.47,0.0
347,2,2026-01-24,2092,111,27,0,43.81,0.0
348,3,2026-01-24,860,32,8,0,-1.12,0.0
349,1,2026-01-25,1336,78,19,0,59.38,0.0
350,2,2026-01-25,1165,44,11,0,46.09,0.0
351,3,2026-01-25,1007,31,7,0,3.24,0.0
352,1,2026-01-26,2412,157,39,1,62.58,100.61
353,2,2026-01-26,1734,68,17,0,39.2,0.0
354,3,2026-01-26,1879,129,32,2,11.22,359.45
355,1,2026-01-27,2256,73,18,0,72.63,0.0
356,2,2026-01-27,2427,91,22,0,53.48,0.0
357,3,2026-01-27,1451,78,19,1,11.89,177.24
358,1,2026-01-28,894,54,13,0,59.89,0.0
359,2,2026-01-28,1402,86,21,0,52.09,0.0
360,3,2026-01-28,2429,100,25,2,-0.93,150.35
361,1,2026-01-29,1996,130,32,1,65.17,85.11
362,2,2026-01-29,1763,108,27,0,36.63,0.0
363,3,2026-01-29,1594,95,23,1,1.35,137.41
364,1,2026-01-30,1821,92,23,0,65.18,0.0
365,2,2026-01-30,1876,108,27,0,49.25,0.0
366,3,2026-01-30,1349,71,17,1,7.9,136.57
367,1,2026-01-31,2130,67,16,0,70.81,0.0
368,2,2026-01-31,1280,58,14,0,39.06,0.0
369,3,2026-01-31,1970,71,17,1,15.77,161.09
370,1,2026-02-01,973,34,8,0,60.09,0.0
371,2,2026-02-01,1520,59,14,0,43.89,0.0
372,3,2026-02-01,1488,70,17,1,8.25,116.11
373,1,2026-02-02,2447,122,30,1,63.18,92.76
374,2,2026-02-02,1704,67,16,0,35.49,0.0
375,3,2026-02-02,968,40,10,0,5.18,0.0
376,1,2026-02-03,960,58,14,0,65.93,0.0
377,2,2026-02-03,946,42,10,0,36.97,0.0
378,3,2026-02-03,2182,94,23,1,4.68,96.33
379,1,2026-02-04,2199,140,35,1,71.31,82.88
380,2,2026-02-04,1082,75,18,0,47.08,0.0
381,3,2026-02-04,1334,40,10,0,12.8,0.0
382,1,2026-02-05,2403,167,41,1,71.45,173.5
383,2,2026-02-05,2351,132,33,0,51.44,0.0
384,3,2026-02-05,2358,160,40,3,8.25,491.57
385,1,2026-02-06,2281,136,34,1,59.55,116.93
386,2,2026-02-06,2409,125,31,0,45.32,0.0
387,3,2026-02-06,1497,92,23,1,14.29,97.57
388,1,2026-02-07,2377,160,40,1,58.76,110.12
389,2,2026-02-07,1943,60,15,0,43.77,0.0
390,3,2026-02-07,1425,96,24,1,15.48,61.16
391,1,2026-02-08,1526,66,16,0,71.21,0.0
392,2,2026-02-08,1626,98,24,0,48.72,0.0
393,3,2026-02-08,2002,61,15,1,3.99,154.24
394,1,2026-02-09,1114,76,19,0,73.44,0.0
395,2,2026-02-09,2436,131,32,0,46.36,0.0
396,3,2026-02-09,1580,60,15,1,15.34,106.88
397,1,2026-02-10,1185,58,14,0,65.69,0.0
398,2,2026-02-10,2108,138,34,0,54.24,0.0
399,3,2026-02-10,1932,71,17,1,0.09,159.18
400,1,2026-02-11,854,31,7,0,67.07,0.0
401,2,2026-02-11,1381,52,13,0,54.26,0.0
402,3,2026-02-11,1731,55,13,1,8.49,122.22
403,1,2026-02-12,1641,74,18,0,58.44,0.0
404,2,2026-02-12,1656,81,20,0,37.58,0.0
405,3,2026-02-12,1222,43,10,0,17.1,0.0
406,1,2026-02-13,2253,127,31,1,63.64,79.05
407,2,2026-02-13,1435,76,19,0,46.5,0.0
408,3,2026-02-13,1364,51,12,0,11.7,0.0
409,1,2026-02-14,2488,114,28,1,63.91,156.91
410,2,2026-02-14,1965,128,32,0,45.52,0.0
411,3,2026-02-14,2309,77,19,1,9.52,137.56
412,1,2026-02-15,1510,87,21,0,73.38,0.0
413,2,2026-02-15,2055,129,32,0,40.95,0.0
414,3,2026-02-15,1167,77,19,1,6.3,147.99
415,1,2026-02-16,2149,80,20,0,64.16,0.0
416,2,2026-02-16,889,35,8,0,42.87,0.0
417,3,2026-02-16,2086,107,26,2,3.48,280.0
418,1,2026-02-17,2287,134,33,1,56.33,86.07
419,2,2026-02-17,2360,122,30,0,44.87,0.0
420,3,2026-02-17,1015,50,12,0,-0.47,0.0
421,1,2026-02-18,1137,45,11,0,63.2,0.0
422,2,2026-02-18,949,52,13,0,44.24,0.0
423,3,2026-02-18,1503,89,22,1,7.24,162.69
424,1,2026-02-19,821,32,8,0,62.93,0.0
425,2,2026-02-19,2172,130,32,0,37.73,0.0
426,3,2026-02-19,1923,108,27,2,-0.64,291.26
427,1,2026-02-20,1764,110,27,1,63.75,160.99
428,2,2026-02-20,836,45,11,0,38.41,0.0
429,3,2026-02-20,2318,105,26,2,0.48,138.62
430,1,2026-02-21,2187,89,22,0,70.27,0.0
431,2,2026-02-21,2263,71,17,0,38.56,0.0
432,3,2026-02-21,2226,71,17,1,2.32,136.17
433,1,2026-02-22,2156,126,31,1,65.46,167.64
434,2,2026-02-22,1431,68,17,0,42.81,0.0
435,3,2026-02-22,1572,95,23,1,-1.03,171.46
436,1,2026-02-23,1288,48,12,0,62.49,0.0
437,2,2026-02-23,829,36,9,0,35.56,0.0
438,3,2026-02-23,1251,85,21,1,11.38,71.59
439,1,2026-02-24,2160,79,19,0,71.71,0.0
440,2,2026-02-24,1020,63,15,0,43.31,0.0
441,3,2026-02-24,2079,79,19,1,10.54,125.0
442,1,2026-02-25,1047,41,10,0,73.78,0.0
443,2,2026-02-25,830,38,9,0,41.47,0.0
444,3,2026-02-25,1739,67,16,1,5.78,138.96
445,1,2026-02-26,2077,92,23,0,60.57,0.0
446,2,2026-02-26,1417,86,21,0,39.37,0.0
447,3,2026-02-26,2259,116,29,2,17.81,357.73
448,1,2026-02-27,1151,46,11,0,72.01,0.0
449,2,2026-02-27,2092,121,30,0,41.49,0.0
450,3,2026-02-27,2220,78,19,1,17.45,81.04
451,1,2026-02-28,2208,94,23,0,70.23,0.0
452,2,2026-02-28,1486,45,11,0,44.64,0.0
453,3,2026-02-28,1846,102,25,2,6.98,175.78
454,1,2026-03-01,827,32,8,0,66.75,0.0
455,2,2026-03-01,1432,56,14,0,52.94,0.0
456,3,2026-03-01,962,31,7,0,2.87,0.0
457,1,2026-03-02,1110,49,12,0,60.93,0.0
458,2,2026-03-02,2285,123,30,0,39.76,0.0
459,3,2026-03-02,1473,52,13,1,12.79,98.1
460,1,2026-03-03,881,44,11,0,70.74,0.0
461,2,2026-03-03,1390,83,20,0,47.96,0.0
462,3,2026-03-03,1501,59,14,1,12.66,124.72
463,1,2026-03-04,2161,150,37,1,73.13,156.17
464,2,2026-03-04,1255,68,17,0,48.93,0.0
465,3,2026-03-04,1705,94,23,1,4.43,67.75
466,1,2026-03-05,1194,38,9,0,64.83,0.0
467,2,2026-03-05,1057,35,8,0,53.77,0.0
468,3,2026-03-05,1218,48,12,0,14.62,0.0
469,1,2026-03-06,1437,52,13,0,69.5,0.0
470,2,2026-03-06,2040,81,20,0,43.48,0.0
471,3,2026-03-06,2101,79,19,1,6.97,163.49
472,1,2026-03-07,1536,70,17,0,64.62,0.0
473,2,2026-03-07,1834,99,24,0,43.83,0.0
474,3,2026-03-07,2425,119,29,2,1.12,302.86
475,1,2026-03-08,970,58,14,0,63.55,0.0
476,2,2026-03-08,1112,57,14,0,46.9,0.0
477,3,2026-03-08,1426,68,17,1,5.61,105.02
478,1,2026-03-09,947,41,10,0,67.12,0.0
479,2,2026-03-09,1188,35,8,0,38.91,0.0
480,3,2026-03-09,1566,77,19,1,12.61,171.08
481,1,2026-03-10,2320,104,26,1,73.81,118.75
482,2,2026-03-10,2004,65,16,0,47.82,0.0
483,3,2026-03-10,1054,47,11,0,17.85,0.0
484,1,2026-03-11,1693,115,28,1,58.88,152.55
485,2,2026-03-11,1513,76,19,0,50.03,0.0
486,3,2026-03-11,2226,71,17,1,11.77,106.24
487,1,2026-03-12,1305,51,12,0,63.48,0.0
488,2,2026-03-12,2092,121,30,0,51.26,0.0
489,3,2026-03-12,1102,44,11,0,11.31,0.0
490,1,2026-03-13,1320,52,13,0,68.62,0.0
491,2,2026-03-13,1130,34,8,0,48.25,0.0
492,3,2026-03-13,1587,72,18,1,10.89,130.34
493,1,2026-03-14,1861,123,30,1,73.02,165.12
494,2,2026-03-14,1674,67,16,0,38.32,0.0
495,3,2026-03-14,2148,140,35,2,17.35,260.66
496,1,2026-03-15,2341,152,38,1,69.68,147.32
497,2,2026-03-15,2102,111,27,0,36.78,0.0
498,3,2026-03-15,1350,80,20,1,14.28,171.6
