order_item_id,order_id,product_id,quantity,unit_price,cost_price,line_total,gross_profit,order_date,customer_id,channel,status
165,79,3,1,45.99,12.0,45.99,33.99,2025-10-15,76,marketplace,completed
166,80,5,3,129.99,48.0,389.97,245.97,2025-10-15,45,whatsapp,completed
167,81,4,4,39.99,11.0,159.96,115.96,2025-10-15,2,whatsapp,completed
168,82,4,3,39.99,11.0,119.97,86.97,2025-10-16,59,marketplace,completed
169,82,4,4,39.99,11.0,159.96,115.96,2025-10-16,59,marketplace,completed
170,82,4,4,39.99,11.0,159.96,115.96,2025-10-16,59,marketplace,completed
171,83,2,1,149.99,55.0,149.99,94.99,2025-10-16,56,sales_rep,completed
172,84,2,4,149.99,55.0,599.96,379.96,2025-10-16,36,whatsapp,completed
173,84,5,3,129.99,48.0,389.97,245.97,2025-10-16,36,whatsapp,completed
174,85,4,4,39.99,11.0,159.96,115.96,2025-10-16,4,whatsapp,completed
175,86,5,3,129.99,48.0,389.97,245.97,2025-10-16,28,sales_rep,completed
176,86,5,3,129.99,48.0,389.97,245.97,2025-10-16,28,sales_rep,completed
177,87,1,1,89.99,32.0,89.99,57.99,2025-10-16,72,website,completed
178,88,2,4,149.99,55.0,599.96,379.96,2025-10-16,31,whatsapp,completed
179,89,4,4,39.99,11.0,159.96,115.96,2025-10-17,58,website,completed
180,90,1,4,89.99,32.0,359.96,231.96,2025-10-17,32,sales_rep,completed
181,90,2,3,149.99,55.0,449.97,284.97,2025-10-17,32,sales_rep,completed
182,91,4,3,39.99,11.0,119.97,86.97,2025-10-17,55,sales_rep,completed
183,91,1,3,89.99,32.0,269.97,173.97,2025-10-17,55,sales_rep,completed
184,92,1,3,89.99,32.0,269.97,173.97,2025-10-17,33,marketplace,completed
185,93,6,4,79.99,28.0,319.96,207.96,2025-10-17,16,marketplace,completed
186,93,6,3,79.99,28.0,239.97,155.97,2025-10-17,16,marketplace,completed
187,93,5,3,129.99,48.0,389.97,245.97,2025-10-17,16,marketplace,completed
188,94,3,2,45.99,12.0,91.98,67.98,2025-10-17,13,marketplace,completed
189,94,4,3,39.99,11.0,119.97,86.97,2025-10-17,13,marketplace,completed
190,95,2,3,149.99,55.0,449.97,284.97,2025-10-17,2,marketplace,completed
191,96,4,3,39.99,11.0,119.97,86.97,2025-10-17,17,whatsapp,completed
192,97,6,1,79.99,28.0,79.99,51.99,2025-10-17,61,whatsapp,completed
193,98,5,4,129.99,48.0,519.96,327.96,2025-10-18,62,website,completed
194,98,1,1,89.99,32.0,89.99,57.99,2025-10-18,62,website,completed
195,99,4,3,39.99,11.0,119.97,86.97,2025-10-18,74,website,completed
196,99,2,1,149.99,55.0,149.99,94.99,2025-10-18,74,website,completed
197,99,2,2,149.99,55.0,299.98,189.98,2025-10-18,74,website,completed
198,100,4,2,39.99,11.0,79.98,57.98,2025-10-18,16,whatsapp,completed
199,100,6,4,79.99,28.0,319.96,207.96,2025-10-18,16,whatsapp,completed
200,100,2,4,149.99,55.0,599.96,379.96,2025-10-18,16,whatsapp,completed
201,101,2,3,149.99,55.0,449.97,284.97,2025-10-18,57,sales_rep,completed
202,101,2,1,149.99,55.0,149.99,94.99,2025-10-18,57,sales_rep,completed
203,102,6,2,79.99,28.0,159.98,103.98,2025-10-18,79,website,completed
204,103,5,1,129.99,48.0,129.99,81.99,2025-10-18,34,website,completed
205,104,4,4,39.99,11.0,159.96,115.96,2025-10-19,1,whatsapp,completed
206,104,6,3,79.99,28.0,239.97,155.97,2025-10-19,1,whatsapp,completed
207,104,2,1,149.99,55.0,149.99,94.99,2025-10-19,1,whatsapp,completed
208,105,3,4,45.99,12.0,183.96,135.96,2025-10-19,30,sales_rep,completed
209,105,1,1,89.99,32.0,89.99,57.99,2025-10-19,30,sales_rep,completed
210,105,3,2,45.99,12.0,91.98,67.98,2025-10-19,30,sales_rep,completed
211,106,1,2,89.99,32.0,179.98,115.98,2025-10-19,34,marketplace,completed
212,106,4,2,39.99,11.0,79.98,57.98,2025-10-19,34,marketplace,completed
213,106,6,3,79.99,28.0,239.97,155.97,2025-10-19,34,marketplace,completed
214,107,6,3,79.99,28.0,239.97,155.97,2025-10-19,19,website,completed
215,107,1,4,89.99,32.0,359.96,231.96,2025-10-19,19,website,completed
216,108,3,4,45.99,12.0,183.96,135.96,2025-10-20,60,sales_rep,completed
217,108,3,4,45.99,12.0,183.96,135.96,2025-10-20,60,sales_rep,completed
218,109,5,3,129.99,48.0,389.97,245.97,2025-10-20,11,website,completed
219,109,5,3,129.99,48.0,389.97,245.97,2025-10-20,11,website,completed
220,109,1,1,89.99,32.0,89.99,57.99,2025-10-20,11,website,completed
221,110,4,1,39.99,11.0,39.99,28.99,2025-10-20,12,marketplace,completed
222,110,1,3,89.99,32.0,269.97,173.97,2025-10-20,12,marketplace,completed
223,110,6,1,79.99,28.0,79.99,51.99,2025-10-20,12,marketplace,completed
224,111,4,4,39.99,11.0,159.96,115.96,2025-10-21,61,whatsapp,completed
225,112,3,3,45.99,12.0,137.97,101.97,2025-10-21,63,website,completed
226,112,1,3,89.99,32.0,269.97,173.97,2025-10-21,63,website,completed
227,113,3,4,45.99,12.0,183.96,135.96,2025-10-21,14,marketplace,completed
228,113,5,3,129.99,48.0,389.97,245.97,2025-10-21,14,marketplace,completed
229,113,3,4,45.99,12.0,183.96,135.96,2025-10-21,14,marketplace,completed
230,114,1,3,89.99,32.0,269.97,173.97,2025-10-21,71,website,completed
231,114,2,3,149.99,55.0,449.97,284.97,2025-10-21,71,website,completed
232,115,5,4,129.99,48.0,519.96,327.96,2025-10-22,52,website,completed
233,115,5,4,129.99,48.0,519.96,327.96,2025-10-22,52,website,completed
234,115,5,1,129.99,48.0,129.99,81.99,2025-10-22,52,website,completed
235,116,2,4,149.99,55.0,599.96,379.96,2025-10-22,25,sales_rep,completed
236,116,3,1,45.99,12.0,45.99,33.99,2025-10-22,25,sales_rep,completed
237,117,2,4,149.99,55.0,599.96,379.96,2025-10-22,27,sales_rep,completed
238,117,4,4,39.99,11.0,159.96,115.96,2025-10-22,27,sales_rep,completed
239,118,1,1,89.99,32.0,89.99,57.99,2025-10-23,4,marketplace,completed
240,118,3,4,45.99,12.0,183.96,135.96,2025-10-23,4,marketplace,completed
241,119,4,4,39.99,11.0,159.96,115.96,2025-10-23,12,marketplace,completed
242,120,1,3,89.99,32.0,269.97,173.97,2025-10-23,16,marketplace,completed
243,120,6,3,79.99,28.0,239.97,155.97,2025-10-23,16,marketplace,completed
244,120,6,4,79.99,28.0,319.96,207.96,2025-10-23,16,marketplace,completed
245,121,2,4,149.99,55.0,599.96,379.96,2025-10-24,61,marketplace,completed
246,122,1,4,89.99,32.0,359.96,231.96,2025-10-24,25,marketplace,completed
247,122,5,3,129.99,48.0,389.97,245.97,2025-10-24,25,marketplace,completed
248,123,2,3,149.99,55.0,449.97,284.97,2025-10-24,65,sales_rep,completed
249,123,3,4,45.99,12.0,183.96,135.96,2025-10-24,65,sales_rep,completed
250,124,5,3,129.99,48.0,389.97,245.97,2025-10-24,20,whatsapp,completed
251,124,6,4,79.99,28.0,319.96,207.96,2025-10-24,20,whatsapp,completed
252,125,5,2,129.99,48.0,259.98,163.98,2025-10-24,59,sales_rep,completed
253,125,5,4,129.99,48.0,519.96,327.96,2025-10-24,59,sales_rep,completed
254,125,5,2,129.99,48.0,259.98,163.98,2025-10-24,59,sales_rep,completed
255,126,3,4,45.99,12.0,183.96,135.96,2025-10-24,53,website,completed
256,126,5,4,129.99,48.0,519.96,327.96,2025-10-24,53,website,completed
257,127,6,3,79.99,28.0,239.97,155.97,2025-10-24,20,whatsapp,completed
258,128,4,1,39.99,11.0,39.99,28.99,2025-10-24,13,whatsapp,completed
259,128,2,2,149.99,55.0,299.98,189.98,2025-10-24,13,whatsapp,completed
260,129,4,3,39.99,11.0,119.97,86.97,2025-10-24,53,marketplace,completed
261,129,1,4,89.99,32.0,359.96,231.96,2025-10-24,53,marketplace,completed
262,130,6,4,79.99,28.0,319.96,207.96,2025-10-25,43,whatsapp,completed
263,130,6,1,79.99,28.0,79.99,51.99,2025-10-25,43,whatsapp,completed
264,130,6,1,79.99,28.0,79.99,51.99,2025-10-25,43,whatsapp,completed
265,131,1,1,89.99,32.0,89.99,57.99,2025-10-25,31,sales_rep,completed
266,131,4,4,39.99,11.0,159.96,115.96,2025-10-25,31,sales_rep,completed
267,131,5,1,129.99,48.0,129.99,81.99,2025-10-25,31,sales_rep,completed
268,132,3,1,45.99,12.0,45.99,33.99,2025-10-25,13,whatsapp,completed
269,132,2,1,149.99,55.0,149.99,94.99,2025-10-25,13,whatsapp,completed
270,133,1,2,89.99,32.0,179.98,115.98,2025-10-26,8,sales_rep,completed
271,133,2,2,149.99,55.0,299.98,189.98,2025-10-26,8,sales_rep,completed
272,134,3,2,45.99,12.0,91.98,67.98,2025-10-26,68,whatsapp,completed
273,135,1,2,89.99,32.0,179.98,115.98,2025-10-26,23,website,completed
274,135,4,4,39.99,11.0,159.96,115.96,2025-10-26,23,website,completed
275,136,2,3,149.99,55.0,449.97,284.97,2025-10-26,75,marketplace,completed
276,136,3,4,45.99,12.0,183.96,135.96,2025-10-26,75,marketplace,completed
277,136,1,3,89.99,32.0,269.97,173.97,2025-10-26,75,marketplace,completed
278,137,3,2,45.99,12.0,91.98,67.98,2025-10-26,2,whatsapp,completed
279,137,2,1,149.99,55.0,149.99,94.99,2025-10-26,2,whatsapp,completed
280,137,4,4,39.99,11.0,159.96,115.96,2025-10-26,2,whatsapp,completed
281,138,2,3,149.99,55.0,449.97,284.97,2025-10-26,45,sales_rep,completed
282,138,4,4,39.99,11.0,159.96,115.96,2025-10-26,45,sales_rep,completed
283,139,4,1,39.99,11.0,39.99,28.99,2025-10-26,39,marketplace,completed
284,139,3,2,45.99,12.0,91.98,67.98,2025-10-26,39,marketplace,completed
285,140,1,3,89.99,32.0,269.97,173.97,2025-10-27,74,sales_rep,completed
286,140,5,1,129.99,48.0,129.99,81.99,2025-10-27,74,sales_rep,completed
287,140,6,4,79.99,28.0,319.96,207.96,2025-10-27,74,sales_rep,completed
288,141,3,1,45.99,12.0,45.99,33.99,2025-10-27,36,website,completed
289,141,1,4,89.99,32.0,359.96,231.96,2025-10-27,36,website,completed
290,141,5,3,129.99,48.0,389.97,245.97,2025-10-27,36,website,completed
291,142,2,3,149.99,55.0,449.97,284.97,2025-10-27,30,sales_rep,completed
292,143,5,1,129.99,48.0,129.99,81.99,2025-10-27,18,website,completed
293,143,6,3,79.99,28.0,239.97,155.97,2025-10-27,18,website,completed
294,143,6,4,79.99,28.0,319.96,207.96,2025-10-27,18,website,completed
295,144,2,3,149.99,55.0,449.97,284.97,2025-10-27,5,sales_rep,completed
296,145,2,3,149.99,55.0,449.97,284.97,2025-10-27,42,whatsapp,completed
297,146,2,4,149.99,55.0,599.96,379.96,2025-10-27,68,sales_rep,completed
298,146,4,3,39.99,11.0,119.97,86.97,2025-10-27,68,sales_rep,completed
299,147,6,2,79.99,28.0,159.98,103.98,2025-10-27,44,website,completed
300,148,2,1,149.99,55.0,149.99,94.99,2025-10-28,51,sales_rep,completed
301,148,3,3,45.99,12.0,137.97,101.97,2025-10-28,51,sales_rep,completed
302,149,1,3,89.99,32.0,269.97,173.97,2025-10-28,69,website,completed
303,149,1,4,89.99,32.0,359.96,231.96,2025-10-28,69,website,completed
304,149,3,3,45.99,12.0,137.97,101.97,2025-10-28,69,website,completed
305,150,4,3,39.99,11.0,119.97,86.97,2025-10-28,14,marketplace,completed
306,150,6,2,79.99,28.0,159.98,103.98,2025-10-28,14,marketplace,completed
307,150,5,1,129.99,48.0,129.99,81.99,2025-10-28,14,marketplace,completed
308,151,5,2,129.99,48.0,259.98,163.98,2025-10-28,60,sales_rep,completed
309,152,5,1,129.99,48.0,129.99,81.99,2025-10-28,6,website,completed
310,152,5,1,129.99,48.0,129.99,81.99,2025-10-28,6,website,completed
311,153,5,4,129.99,48.0,519.96,327.96,2025-10-29,69,marketplace,completed
312,153,3,2,45.99,12.0,91.98,67.98,2025-10-29,69,marketplace,completed
313,154,5,4,129.99,48.0,519.96,327.96,2025-10-29,54,website,completed
314,154,1,3,89.99,32.0,269.97,173.97,2025-10-29,54,website,completed
315,154,5,1,129.99,48.0,129.99,81.99,2025-10-29,54,website,completed
316,155,4,3,39.99,11.0,119.97,86.97,2025-10-29,48,marketplace,completed
317,156,3,3,45.99,12.0,137.97,101.97,2025-10-29,13,sales_rep,completed
318,156,1,1,89.99,32.0,89.99,57.99,2025-10-29,13,sales_rep,completed
319,156,2,4,149.99,55.0,599.96,379.96,2025-10-29,13,sales_rep,completed
320,157,6,1,79.99,28.0,79.99,51.99,2025-10-29,36,marketplace,completed
321,157,2,2,149.99,55.0,299.98,189.98,2025-10-29,36,marketplace,completed
322,158,4,2,39.99,11.0,79.98,57.98,2025-10-30,7,sales_rep,completed
323,159,2,3,149.99,55.0,449.97,284.97,2025-10-30,9,marketplace,completed
324,160,3,2,45.99,12.0,91.98,67.98,2025-10-31,77,website,completed
325,161,4,1,39.99,11.0,39.99,28.99,2025-10-31,70,sales_rep,completed
326,162,1,3,89.99,32.0,269.97,173.97,2025-10-31,17,website,completed
327,163,3,4,45.99,12.0,183.96,135.96,2025-10-31,3,marketplace,completed
328,164,6,1,79.99,28.0,79.99,51.99,2025-11-01,15,website,completed
329,164,3,4,45.99,12.0,183.96,135.96,2025-11-01,15,website,completed
330,165,3,3,45.99,12.0,137.97,101.97,2025-11-01,65,marketplace,completed
331,166,1,4,89.99,32.0,359.96,231.96,2025-11-01,59,website,completed
332,166,6,4,79.99,28.0,319.96,207.96,2025-11-01,59,website,completed
333,167,6,1,79.99,28.0,79.99,51.99,2025-11-01,14,whatsapp,completed
334,167,2,1,149.99,55.0,149.99,94.99,2025-11-01,14,whatsapp,completed
335,168,5,3,129.99,48.0,389.97,245.97,2025-11-01,42,marketplace,completed
336,168,3,4,45.99,12.0,183.96,135.96,2025-11-01,42,marketplace,completed
337,169,3,4,45.99,12.0,183.96,135.96,2025-11-01,77,sales_rep,completed
338,169,4,1,39.99,11.0,39.99,28.99,2025-11-01,77,sales_rep,completed
339,169,6,1,79.99,28.0,79.99,51.99,2025-11-01,77,sales_rep,completed
340,170,2,4,149.99,55.0,599.96,379.96,2025-11-01,71,marketplace,completed
341,171,1,1,89.99,32.0,89.99,57.99,2025-11-01,44,whatsapp,completed
342,171,1,3,89.99,32.0,269.97,173.97,2025-11-01,44,whatsapp,completed
